ds,actual,forecast,abs_error,squared_error,ape_%,spe_%^2
2016-01-01,6754.6,6811.81396484375,57.213964843749636,3273.4377731418194,0.8470370539151043,0.007174717707051794
2017-01-01,6128.4,6742.33154296875,613.9315429687504,376911.9394519906,10.017811222647843,1.0035654169260908
2018-01-01,5872.5,6485.4794921875,612.9794921875,375743.8578424454,10.438135243720732,1.0895466736620487
2019-01-01,6181.4,6101.30859375,80.09140624999964,6414.633355102481,1.2956839267803353,0.01678796838116909
2020-01-01,6354.9,6225.990234375,128.90976562499964,16617.727673492336,2.0285097424821736,0.04114851775345094
2021-01-01,6566.7,6349.87890625,216.82109374999982,47011.38669494621,3.3018273067141766,0.10902063563363394
2022-01-01,5527.8,6521.37548828125,993.5754882812498,987192.250913324,17.974157680835955,3.2307034433555413
2023-01-01,5073.3,5910.03271484375,836.7327148437498,700121.6360897919,16.492868839685208,2.7201472256305936
2024-01-01,4871.9,5137.0244140625,265.12441406250036,70290.95493198415,5.441910015856244,0.29614384620676515
2025-01-01,4523.3,4690.4775390625,167.17753906249982,27948.329566993652,3.695919772345407,0.13659822963613727
