unique_id,ds,y,AutoARIMA
domestic,2016-01-01,6754.6,7085.2
domestic,2017-01-01,6128.4,7052.139999999999
domestic,2018-01-01,5872.5,6968.163636363635
domestic,2019-01-01,6181.4,5872.5
domestic,2020-01-01,6354.9,6181.4
domestic,2021-01-01,6566.7,6354.9
domestic,2022-01-01,5527.8,6566.7
domestic,2023-01-01,5073.3,5527.8
domestic,2024-01-01,4871.9,5073.3
domestic,2025-01-01,4523.3,4871.9
