ds,actual,forecast,abs_error,squared_error,ape_%,spe_%^2
2016-01-01,1521.2,1318.30419921875,202.89580078125005,41166.70597466471,13.337878042417174,1.7789899067439416
2017-01-01,1771.4,1472.1248779296875,299.2751220703126,89565.59869020051,16.894835840031195,2.8543547806160254
2018-01-01,1702.7,1818.624755859375,115.92475585937495,13438.549021055687,6.808290119185702,0.46352814347001653
2019-01-01,1512.3,1734.861083984375,222.56108398437505,49533.43610430004,14.716728425866233,2.165820955606992
2020-01-01,1171.3,1516.5421142578125,345.24211425781255,119192.1174572045,29.4751228769583,8.687828686117903
2021-01-01,856.0,1170.4407958984375,314.4407958984375,98873.01412524283,36.73373783860251,13.493674955951779
2022-01-01,638.4,722.9197998046875,84.51979980468752,7143.596559024457,13.239317012012458,1.7527951494456246
2023-01-01,911.4,522.069091796875,389.330908203125,151578.55608227014,42.7178964453725,18.248186767175685
2024-01-01,1100.4,1002.34130859375,98.05869140625009,9615.506960306186,8.911186060182668,0.7940923699919391
2025-01-01,966.2,1258.3702392578125,292.17023925781245,85363.44870796737,30.239105698386716,9.144035134382039
