unique_id,ds,y,AutoARIMA
interational,2016-01-01,1521.2,1404.3
interational,2017-01-01,1771.4,1583.2444444444445
interational,2018-01-01,1702.7,1852.2600000000002
interational,2019-01-01,1512.3,1769.9636363636364
interational,2020-01-01,1171.3,1512.3
interational,2021-01-01,856.0,1171.3
interational,2022-01-01,638.4,540.6999999999998
interational,2023-01-01,911.4,622.9968170337739
interational,2024-01-01,1100.4,1232.0883741971268
interational,2025-01-01,966.2,1258.1802176208073
