ds,actual,forecast,abs_error,squared_error,ape_%,spe_%^2
2016-01-01,6754.6,6783.860512108012,29.260512108011426,856.1775688230832,0.433193854676982,0.0018765691572990221
2017-01-01,6128.4,6638.896189464981,510.4961894649814,260606.35945826618,8.330007660482043,0.6938902762368949
2018-01-01,5872.5,6506.563479625055,634.0634796250552,402036.4961942327,10.797164404002642,1.1657875916706173
2019-01-01,6181.4,6172.761600532638,8.638399467361523,74.62194535771185,0.13974826847253896,0.0001952957854107283
2020-01-01,6354.9,6068.657300862767,286.2426991372322,81934.88280936803,4.504283295366288,0.20288568004915783
2021-01-01,6566.7,5914.078443954632,652.6215560453675,425914.8954150767,9.938348882168631,0.9877077850370248
2022-01-01,5527.8,6165.315231663769,637.5152316637686,406425.6706033086,11.532892500882243,1.3300760943690588
2023-01-01,5073.3,5839.195197635256,765.8951976352555,586595.4537607471,15.096587973020629,2.279069684271511
2024-01-01,4871.9,5662.17945857182,790.2794585718202,624541.6226405693,16.221175692682944,2.6312654085288796
2025-01-01,4523.3,5306.656601030665,783.3566010306649,613647.5643783164,17.31825439459388,2.9992193527587023
